Comunidad,Grupo Penal,Año,Hechos conocidos,Hechos esclarecidos
En el extranjero,Amenazas y coacciones,2017,117.0,36.0
En el extranjero,Amenazas y coacciones,2016,170.0,38.0
En el extranjero,Amenazas y coacciones,2015,152.0,37.0
En el extranjero,Amenazas y coacciones,2014,92.0,36.0
En el extranjero,Amenazas y coacciones,2013,61.0,21.0
En el extranjero,Amenazas y coacciones,2012,49.0,24.0
En el extranjero,Amenazas y coacciones,2011,51.0,28.0
En el extranjero,Contra el honor,2019,6.0,3.0
En el extranjero,Contra el honor,2018,8.0,3.0
En el extranjero,Contra el honor,2017,3.0,1.0
En el extranjero,Contra el honor,2016,6.0,1.0
En el extranjero,Contra el honor,2015,8.0,2.0
En el extranjero,Contra el honor,2014,12.0,5.0
En el extranjero,Contra el honor,2013,9.0,3.0
En el extranjero,Contra el honor,2012,5.0,0.0
En el extranjero,Contra el honor,2011,6.0,2.0
En el extranjero,Contra la propiedad industrial/intelectual,2019,3.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2018,2.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2017,2.0,1.0
En el extranjero,Contra la propiedad industrial/intelectual,2016,2.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2015,4.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2014,3.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2013,2.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2012,1.0,0.0
En el extranjero,Contra la propiedad industrial/intelectual,2011,3.0,0.0
En el extranjero,Delitos sexuales,2019,17.0,10.0
En el extranjero,Delitos sexuales,2018,13.0,3.0
En el extranjero,Delitos sexuales,2017,17.0,1.0
En el extranjero,Delitos sexuales,2016,7.0,1.0
En el extranjero,Delitos sexuales,2015,6.0,1.0
En el extranjero,Delitos sexuales,2014,17.0,7.0
En el extranjero,Delitos sexuales,2013,6.0,1.0
En el extranjero,Delitos sexuales,2012,6.0,2.0
En el extranjero,Delitos sexuales,2011,13.0,5.0
En el extranjero,Falsificación informática,2019,36.0,0.0
En el extranjero,Falsificación informática,2018,25.0,3.0
En el extranjero,Falsificación informática,2017,22.0,6.0
En el extranjero,Falsificación informática,2016,27.0,0.0
En el extranjero,Falsificación informática,2015,21.0,1.0
En el extranjero,Falsificación informática,2014,29.0,4.0
En el extranjero,Falsificación informática,2013,16.0,4.0
En el extranjero,Falsificación informática,2012,21.0,2.0
En el extranjero,Falsificación informática,2011,13.0,2.0
En el extranjero,Fraude informático,2019,5812.0,284.0
En el extranjero,Fraude informático,2018,3822.0,165.0
En el extranjero,Fraude informático,2017,6102.0,205.0
En el extranjero,Fraude informático,2016,4064.0,192.0
En el extranjero,Fraude informático,2015,4316.0,182.0
En el extranjero,Fraude informático,2014,4625.0,167.0
En el extranjero,Fraude informático,2013,3922.0,221.0
En el extranjero,Fraude informático,2012,3963.0,174.0
En el extranjero,Fraude informático,2011,3502.0,193.0
En el extranjero,Interferencia en los datos y en el sistema,2019,27.0,0.0
En el extranjero,Interferencia en los datos y en el sistema,2018,28.0,1.0
En el extranjero,Interferencia en los datos y en el sistema,2017,34.0,1.0
En el extranjero,Interferencia en los datos y en el sistema,2016,27.0,1.0
En el extranjero,Interferencia en los datos y en el sistema,2015,21.0,0.0
En el extranjero,Interferencia en los datos y en el sistema,2014,25.0,0.0
En el extranjero,Interferencia en los datos y en el sistema,2013,17.0,1.0
En el extranjero,Interferencia en los datos y en el sistema,2012,8.0,0.0
En el extranjero,Interferencia en los datos y en el sistema,2011,7.0,1.0
Desconocida,Acceso e interceptación ilícita,2019,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2018,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2017,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2016,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2015,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2014,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2013,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2012,0.0,0.0
Desconocida,Acceso e interceptación ilícita,2011,0.0,0.0
Desconocida,Amenazas y coacciones,2019,0.0,0.0
Desconocida,Amenazas y coacciones,2018,0.0,0.0
Desconocida,Amenazas y coacciones,2017,0.0,0.0
Desconocida,Amenazas y coacciones,2016,0.0,0.0
Desconocida,Amenazas y coacciones,2015,0.0,0.0
Desconocida,Amenazas y coacciones,2014,0.0,0.0
Desconocida,Amenazas y coacciones,2013,0.0,0.0
Desconocida,Amenazas y coacciones,2012,0.0,0.0
Desconocida,Amenazas y coacciones,2011,1.0,1.0
Desconocida,Contra el honor,2019,0.0,0.0
Desconocida,Contra el honor,2018,0.0,0.0
Desconocida,Contra el honor,2017,0.0,0.0
Desconocida,Contra el honor,2016,0.0,0.0
Desconocida,Contra el honor,2015,0.0,0.0
Desconocida,Contra el honor,2014,0.0,0.0
Desconocida,Contra el honor,2013,0.0,0.0
Desconocida,Contra el honor,2012,0.0,0.0
Desconocida,Contra el honor,2011,2.0,1.0
Desconocida,Contra la propiedad industrial/intelectual,2019,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2018,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2017,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2016,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2015,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2014,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2013,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2012,0.0,0.0
Desconocida,Contra la propiedad industrial/intelectual,2011,0.0,0.0
Desconocida,Delitos sexuales,2019,0.0,0.0
Desconocida,Delitos sexuales,2018,0.0,0.0
Desconocida,Delitos sexuales,2017,0.0,0.0
Desconocida,Delitos sexuales,2016,0.0,0.0
Desconocida,Delitos sexuales,2015,0.0,0.0
Desconocida,Delitos sexuales,2014,0.0,0.0
Desconocida,Delitos sexuales,2013,0.0,1.0
Desconocida,Delitos sexuales,2012,0.0,0.0
Desconocida,Delitos sexuales,2011,1.0,0.0
Desconocida,Falsificación informática,2019,0.0,0.0
Desconocida,Falsificación informática,2018,0.0,0.0
Desconocida,Falsificación informática,2017,0.0,0.0
Desconocida,Falsificación informática,2016,0.0,0.0
Desconocida,Falsificación informática,2015,0.0,0.0
Desconocida,Falsificación informática,2014,0.0,0.0
Desconocida,Falsificación informática,2013,0.0,0.0
Desconocida,Falsificación informática,2012,0.0,0.0
Desconocida,Falsificación informática,2011,1.0,0.0
Desconocida,Fraude informático,2019,0.0,0.0
Desconocida,Fraude informático,2018,0.0,0.0
Desconocida,Fraude informático,2017,0.0,0.0
Desconocida,Fraude informático,2016,0.0,0.0
Desconocida,Fraude informático,2015,0.0,0.0
Desconocida,Fraude informático,2014,0.0,0.0
Desconocida,Fraude informático,2013,0.0,0.0
Desconocida,Fraude informático,2012,0.0,0.0
Desconocida,Fraude informático,2011,13.0,1.0
Desconocida,Interferencia en los datos y en el sistema,2019,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2018,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2017,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2016,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2015,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2014,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2013,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2012,0.0,0.0
Desconocida,Interferencia en los datos y en el sistema,2011,1.0,0.0
